,index,Titre,Année,Genres,Synopsis,Note,Votes,Popularité,Durée,youtube_url,poster_url,id,Budget,Recette,Synopsis_fr
709,2105,Le Procès du Chien,2024,Comédie,"April, an idealistic lawyer dedicated to lost causes, agrees to defend Cosmos, a dog that has bitten three people, leading to the first canine trial. She has no choice but to win the case, as otherwise, her unusual client will be put down.",6.0,82.0,1.6152,87.0,https://www.youtube.com/watch?v=opfN7xqZtdk,https://image.tmdb.org/t/p/w500/mfNP9q4L1pJHYxDr983J5pauBpO.jpg,1056648,0.0,0.0,"April, une avocate idéaliste dévouée aux causes perdues, accepte de défendre Cosmos, un chien qui a mordu trois personnes, menant au premier procès canin. Elle n'a d'autre choix que de gagner le procès, sinon son client inhabituel sera réprimé."
710,2115,Omar La Fraise,2023,Comédie | Drame,"Omar, better known as Omar the Strawberry, is an old-fashioned bandit. Forced to flee to Algeria, he makes a living out of petty crime, accompanied by his famous sidekick Roger. After decades of ruling the French criminal underworld, they must come to terms with their new life together, which until now has been one of debauchery and violence.",6.0,109.0,0.9422,92.0,https://www.youtube.com/watch?v=rZk2VQiFOQI,https://image.tmdb.org/t/p/w500/pDPEeI0SiJn28GHeZbSX1ob71GE.jpg,995767,5490000.0,0.0,"Omar, mieux connu sous le nom d'Omar la Fraise, est un bandit à l'ancienne. Contraint de fuir en Algérie, il vit de la petite délinquance, accompagné de son célèbre acolyte Roger. Après des décennies à diriger la pègre française, ils doivent accepter leur nouvelle vie commune, jusqu'ici faite de débauche et de violence."
711,2125,Les femmes au balcon,2024,Comédie | Horreur | Fantastique,"As a heat wave brings a Marseille neighborhood to a boil, three roommates gleefully meddle in the lives of their neighbors from their balcony. Until a late night drink turns into a bloody affair.",6.314,129.0,1.5256,103.0,https://www.youtube.com/watch?v=K9I5443NczM,https://image.tmdb.org/t/p/w500/a67iMOi1iPRw1g7Kw67C82YfkKd.jpg,1112466,0.0,0.0,"Alors qu'une canicule met en ébullition un quartier marseillais, trois colocataires se mêlent allègrement de la vie de leurs voisins depuis leur balcon. Jusqu'à ce qu'un verre en fin de soirée se transforme en une affaire sanglante."
712,2126,Petites Mains,2024,Comédie,"Eva, 20, joins Safietou, Djaoua, Violette and Simone, a team of chambermaids at one of Paris’s finest Palace Hotels. She discovers the poor working conditions of these invisible women, who work tirelessly to keep the high standards of these luxurious hotels, where one night can cost their annual salary. Many are not even employed by the hotels directly but by sub-contractors, and are therefore particularly vulnerable. While on strike to fight against subcontracting and to obtain better working conditions, they come up with a colorful idea : having their own “Fashion Week” in front of the hotel!",6.4,71.0,0.7877,87.0,https://www.youtube.com/watch?v=7o6kBKl4bsk,https://image.tmdb.org/t/p/w500/uyYWWcIpx4kbei1AXjDH4xuhltp.jpg,978090,0.0,0.0,"Eva, 20 ans, rejoint Safietou, Djaoua, Violette et Simone, une équipe de femmes de chambre dans l'un des plus beaux Palace Hotels de Paris. Elle découvre les mauvaises conditions de travail de ces femmes invisibles, qui travaillent sans relâche pour maintenir les standards élevés de ces hôtels luxueux, où une nuit peut coûter leur salaire annuel. Beaucoup ne sont même pas employés directement par les hôtels mais par des sous-traitants et sont donc particulièrement vulnérables. En grève pour lutter contre la sous-traitance et obtenir de meilleures conditions de travail, ils ont une idée colorée : organiser leur propre « Fashion Week » devant l'hôtel !"
713,2132,Le Roman de Jim,2024,Comédie | Drame,"Aymeric runs into Florence, a former coworker, one evening in Saint-Claude in the Haut-Jura. She is six months pregnant and single. When she gives birth to Jim, Aymeric is there. They spend happy years together until Christophe, Jim's biological father, shows up... It could be the start of a melodrama, it's also the start of an odyssey into fatherhood.",6.864,217.0,1.033,97.0,https://www.youtube.com/watch?v=rp_o6klPT6s,https://image.tmdb.org/t/p/w500/4KKoLrfblH2AydjwI2vJS8tE3P2.jpg,1102938,0.0,0.0,"Aymeric croise Florence, une ancienne collègue, un soir à Saint-Claude dans le Haut-Jura. Elle est enceinte de six mois et célibataire. Lorsqu'elle accouche de Jim, Aymeric est là. Ils passent des années heureuses ensemble jusqu'à ce que Christophe, le père biologique de Jim, fasse son apparition... Cela pourrait être le début d'un mélodrame, c'est aussi le début d'une odyssée vers la paternité."
714,2137,Aimer perdre,2025,Comédie | Drame | Romance,"Armande Pigeon, a queen of shenanigans in Brussels struggles to make ends meet because she can’t stop gambling on everything, always ending up on the wrong side of luck. When she teams up with Ronnie one night, everything changes — they win it all. And when you hit a winning streak, you have to know when to stop.",6.6,18.0,0.4898,86.0,https://www.youtube.com/watch?v=QKPnO6cJju0,https://image.tmdb.org/t/p/w500/p03nyFzLERXEeE7MfBsCzBVb266.jpg,1233354,0.0,0.0,"Armande Pigeon, reine des manigances à Bruxelles, peine à joindre les deux bouts car elle ne peut s'empêcher de jouer sur tout, finissant toujours du mauvais côté de la chance. Lorsqu'elle fait équipe avec Ronnie un soir, tout change : ils gagnent tout. Et lorsque vous réalisez une séquence de victoires, vous devez savoir quand vous arrêter."
715,2138,Second Tour,2023,Comédie,"A disgraced political journalist placed in the soccer section, Miss Pove is asked to follow the presidential campaign in progress. The front-runner is a fifty-year-old heir to a powerful French family and a political novice. Troubled by this candidate, whom she has known to be less smooth in the past, Miss Pove embarks on an investigation that is as surprising as it is jubilant.",6.25,206.0,0.9442,97.0,https://www.youtube.com/watch?v=78IsqTUJRiM,https://image.tmdb.org/t/p/w500/qtVEsDIQEYyYNa9BgpqebPzclTi.jpg,962309,0.0,7466699.0,"Journaliste politique en disgrâce placée dans la rubrique foot, Miss Pove est chargée de suivre la campagne présidentielle en cours. Le favori est un quinquagénaire héritier d’une puissante famille française et novice en politique. Troublée par cette candidate qu'elle a connue moins lisse par le passé, Miss Pove se lance dans une enquête aussi surprenante que jubilatoire."
716,2141,Gemma Bovery,2014,Romance | Drame | Comédie,"Martin, an ex-Parisian well-heeled hipster passionate about Gustave Flaubert who settled into a Norman village as a baker, sees an English couple moving into a small farm nearby. Not only are the names of the new arrivals Gemma and Charles Bovery, but their behavior also seems to be inspired by Flaubert's heroes.",6.157,347.0,2.7611,99.0,https://www.youtube.com/watch?v=gJoAVPevyX8,https://image.tmdb.org/t/p/w500/z7TDyawVMmuMetkkKkyKZdgHsPB.jpg,272435,9700000.0,154701.0,"Martin, un ancien hipster parisien passionné de Gustave Flaubert installé dans un village normand comme boulanger, voit un couple d'anglais s'installer dans une petite ferme à proximité. Non seulement les noms des nouveaux arrivants Gemma et Charles Bovery, mais leur comportement semble également inspiré des héros de Flaubert."
717,2149,Qu'est-ce qu'on a fait au Bon Dieu ?,2014,Comédie,A catholic French couple sees their life upside down when their four daughters get married to men of different religion and origins.,6.663,3517.0,3.2665,97.0,https://www.youtube.com/watch?v=E8QgCDLEz4U,https://image.tmdb.org/t/p/w500/bkAiSLxLJJEZXZZqgNna5BWcBIy.jpg,262391,13000000.0,176404493.0,Un couple français catholique voit sa vie bouleversée lorsque leurs quatre filles se marient avec des hommes de religion et d'origines différentes.
718,2154,Et la fête continue !,2023,Drame | Comédie,"In Marseille, Rosa, 60, dedicated her life to family and politics with the same sense of duty. Everyone considers her unwavering, until the day she falls in love with Henri. For the first time, Rosa is afraid to commit. Between the pressure of his family, politics and a desire to indulge in her feelings, the conflict is difficult to sustain.",6.3,47.0,0.9386,106.0,https://www.youtube.com/watch?v=nMExOBAuRiQ,https://image.tmdb.org/t/p/w500/iillo9GZNKb8YwvLoDo7o4NLe98.jpg,960042,0.0,0.0,"A Marseille, Rosa, 60 ans, a consacré sa vie à la famille et à la politique avec le même sens du devoir. Tout le monde la considère comme inébranlable, jusqu'au jour où elle tombe amoureuse d'Henri. Pour la première fois, Rosa a peur de s'engager. Entre la pression de sa famille, la politique et une envie de se livrer à ses sentiments, le conflit est difficile à soutenir."
719,2162,Les Infaillibles,2024,Comédie | Action,"When a gang of robbers provokes chaos in Paris and humiliates the police, the Minister of the Interior wants new blood at the helm of the investigation: Alia is from Marseille, fiery-tempered and unmanageable, Hugo is Parisian, valedictorian and meticulous. In short, they have every reason to hate each other. A forced alliance, for better or for worse, or maybe blossoming into something else?",6.3,100.0,1.0282,99.0,https://www.youtube.com/watch?v=MwR1hKWBB88,https://image.tmdb.org/t/p/w500/mmaz2IESTJkKf77tSOKZ3PxV7NN.jpg,1143019,0.0,0.0,"Alors qu'une bande de braqueurs provoque le chaos à Paris et humilie la police, le ministre de l'Intérieur veut du sang neuf à la tête de l'enquête : Alia est marseillaise, colérique et ingérable, Hugo est parisien, major de promotion et méticuleux. Bref, ils ont toutes les raisons de se détester. Une alliance forcée, pour le meilleur ou pour le pire, ou peut-être débouchant sur autre chose ?"
720,2166,La Récréation de Juillet,2024,Comédie | Drame,"Following the death of his twin sister, Gaspard, a young music teacher, brings together his five former best friends in their deserted childhood school, in the middle of July.",6.0,14.0,0.1846,80.0,,https://image.tmdb.org/t/p/w500/gW1IvkPEdfGQLePZDIvCLhrVOYi.jpg,1232072,0.0,0.0,"Suite au décès de sa sœur jumelle, Gaspard, jeune professeur de musique, réunit ses cinq anciens meilleurs amis dans leur école d'enfance désertée, en plein mois de juillet."
721,2171,La Bataille de Solférino,2013,Comédie | Drame,"May 6, 2012. Cable news reporter Laetitia is covering the French presidential elections, while Vincent, her ex-husband, demands to see their two young daughters. It's a manic Sunday in Paris: two agitated girls, a frazzled babysitter, a needy new boyfriend, a grumpy lawyer and France cut in half!",6.006,78.0,0.6906,94.0,https://www.youtube.com/watch?v=wg_f5dKxVZQ,https://image.tmdb.org/t/p/w500/ga63T8UvWRgtyk9oUzTU9ZEizks.jpg,195173,0.0,0.0,"6 mai 2012. Laetitia, journaliste du câble, couvre les élections présidentielles françaises, tandis que Vincent, son ex-mari, demande à voir leurs deux jeunes filles. C'est un dimanche maniaque à Paris : deux filles agitées, une baby-sitter épuisée, un nouveau petit ami dans le besoin, un avocat grincheux et la France coupée en deux !"
722,2173,"Nous, les Leroy",2024,Comédie | Drame,A man takes his wife and their teenage children on a road trip down memory lane while facing divorce.,6.218,289.0,0.9103,103.0,https://www.youtube.com/watch?v=6bR1Uh7gEjI,https://image.tmdb.org/t/p/w500/150akymmAshqQ4jcR3JGrXCM8QK.jpg,964877,0.0,0.0,Un homme emmène sa femme et leurs enfants adolescents dans un voyage dans le passé alors qu'il est confronté au divorce.
723,2178,Le Panache,2024,Comédie | Drame,"Colin, 14, enters a new school and he's freaking out: how do you get by when, like him, you're a stutterer? His meeting with Mr. Devarseau, a charismatic French teacher, will push him to face his fears and break out of his isolation. Now Colin has a group of friends and a project: to go on stage to play Cyrano in front of the whole school.",6.616,56.0,1.0853,93.0,https://www.youtube.com/watch?v=mHtzSQoTq_U,https://image.tmdb.org/t/p/w500/luAE07BbCpLCRww4Fqmd48CN2Al.jpg,1154312,0.0,0.0,"Colin, 14 ans, entre dans une nouvelle école et il flippe : comment s'en sortir quand, comme lui, on est bègue ? Sa rencontre avec M. Devarseau, professeur de français charismatique, va le pousser à affronter ses peurs et à sortir de son isolement. Colin a désormais un groupe d'amis et un projet : monter sur scène pour jouer Cyrano devant toute l'école."
724,2180,9 Mois ferme,2013,Comédie,"Ariane Felder is pregnant! This is surprising with her being a young hardened judge with strict morals.  But what is more surprising is that, according to paternity testing, the child's father is none other than Bob, a criminal from the prosecution charged with an atrocious attack!  Ariane doesn't remember any of what has happened, so she has no idea what to expect...",6.443,584.0,1.4599,82.0,https://www.youtube.com/watch?v=ZFgCa-IYGKY,https://image.tmdb.org/t/p/w500/uoVanYhyue1FbnQiROuq6RSUSb6.jpg,200713,0.0,0.0,"Ariane Felder est enceinte ! C'est surprenant étant donné qu'elle est une jeune juge endurcie aux mœurs strictes.  Mais ce qui est plus surprenant, c'est que, selon les tests de paternité, le père de l'enfant n'est autre que Bob, un criminel du parquet accusé d'une atroce agression !  Ariane ne se souvient de rien de ce qui s'est passé, elle ne sait donc pas à quoi s'attendre..."
725,2183,2 automnes 3 hivers,2013,Comédie,"At 33, Arman has decided to change his life. He starts by running. It’s a good start. Amélie carries on with her life. She runs, as well. The first encounter is a shock. The second is a stab in the heart.",6.0,47.0,0.4903,91.0,https://www.youtube.com/watch?v=aef36kQQlDc,https://image.tmdb.org/t/p/w500/30DJ3qQpEKCt7YmApAIOcc7EGWx.jpg,196398,0.0,0.0,"A 33 ans, Arman a décidé de changer de vie. Il commence par courir. C'est un bon début. Amélie continue sa vie. Elle court aussi. La première rencontre est un choc. La seconde est un coup de couteau dans le cœur."
726,2186,Hippocrate,2014,Comédie | Drame,"Benjamin is meant to be a great doctor, he’s certain of it. But his first experience as a junior doctor in the hospital ward where his father works doesn’t turn out the way he hoped it would. Responsibility is overwhelming, his father is all but present, and his co-junior partner, a foreign doctor, is far more experimented than he is. This internship will force Benjamin to confront his limits… and start his way to adulthood.",6.533,499.0,1.3792,102.0,https://www.youtube.com/watch?v=nEYnpO_jQ2M,https://image.tmdb.org/t/p/w500/qOwNCoSG0Kxwj13IboP4lNOJkpD.jpg,271724,0.0,0.0,"Benjamin est censé être un grand médecin, il en est certain. Mais sa première expérience en tant que jeune médecin dans le service hospitalier où travaille son père ne se déroule pas comme il l’espérait. La responsabilité est écrasante, son père est pratiquement présent et son partenaire junior, un médecin étranger, est bien plus expérimenté que lui. Ce stage va obliger Benjamin à se confronter à ses limites… et à entamer son chemin vers l'âge adulte."
727,2191,Le Tableau volé,2024,Drame | Comédie,"André Masson, specialist in modern art, receives a letter according to which a painting by Egon Schiele had been discovered in Mulhouse. He finds that the work has been missing since 1939. This discovery puts his career in danger.",6.073,137.0,1.4791,87.0,https://www.youtube.com/watch?v=fFvSiqnTREM,https://image.tmdb.org/t/p/w500/5adCdPAWnvkEOeeawowpjBnG7vP.jpg,1076555,0.0,0.0,"André Masson, spécialiste de l'art moderne, reçoit une lettre selon laquelle un tableau d'Egon Schiele aurait été découvert à Mulhouse. Il constate que l'œuvre a disparu depuis 1939. Cette découverte met sa carrière en danger."
728,2196,Je ne suis pas un héros,2023,Comédie,"Louis is a super nice guy. But in his lawyer's office, this is not a compliment. When his doctor wrongly diagnoses a serious disease, his colleagues behaviour changes : they care about him, they ask him questions and they listen his answers. Finally, Louis exists ! So, obviously, he hesitates over telling the truth.",6.1,71.0,0.9207,101.0,https://www.youtube.com/watch?v=7SO2A1tK8Qk,https://image.tmdb.org/t/p/w500/qH8p6c3P7wruLcckGpxdoA0BrKG.jpg,1004255,0.0,460904.0,"Louis est un gars super sympa. Mais dans le cabinet de son avocat, ce n'est pas un compliment. Lorsque son médecin diagnostique à tort une maladie grave, le comportement de ses collègues change : ils se soucient de lui, ils lui posent des questions et écoutent ses réponses. Enfin, Louis existe ! Alors évidemment, il hésite à dire la vérité."
729,2197,Libre et assoupi,2014,Comédie,"Sebastian has one ambition in life: to do nothing. His horizon is his couch. His life he does not want to live but contemplate. But today, if you do nothing - You are nothing. So driven by his two roommates, that chain internships and odd jobs, decided to Anna and not quite decided Bruno, Sebastien will have to - A little.",6.5,206.0,2.6724,93.0,https://www.youtube.com/watch?v=ZlMJDAR_qEY,https://image.tmdb.org/t/p/w500/zZVKhza6ZICh7tjhXNR2vNSyHES.jpg,268523,0.0,0.0,"Sebastian a une ambition dans la vie : ne rien faire. Son horizon est son canapé. Sa vie, il ne veut pas la vivre mais la contempler. Mais aujourd'hui, si vous ne faites rien, vous n'êtes rien. Alors poussé par ses deux colocataires, qui enchaînent stages et petits boulots, décidé à Anna et pas tout à fait décidé à Bruno, Sébastien va devoir – Un peu."
730,2200,Paris pieds nus,2017,Comédie,"Fiona visits Paris for the first time to assist her myopic Aunt Martha. Catastrophes ensue, mainly involving Dom, a homeless man who has yet to have an emotion or thought he was afraid of expressing.",6.032,126.0,1.0848,83.0,https://www.youtube.com/watch?v=MDwz0zlTO8o,https://image.tmdb.org/t/p/w500/fPkE2c1dT5r9jI2vjdpDqgL8v0m.jpg,413778,0.0,0.0,"Fiona se rend à Paris pour la première fois pour aider sa tante Martha, myope. Des catastrophes s'ensuivent, impliquant principalement Dom, un sans-abri qui n'a pas encore ressenti d'émotion ou pensé qu'il avait peur d'exprimer."
731,2213,Des jours meilleurs,2025,Comédie | Drame,"Following a car accident, Suzanne loses custody of her three children. She has no choice but to seek treatment at a center for alcoholics. As soon as she arrives, she meets Alice and Diane, two women with strong personalities. Denis, a sports instructor, will try to bring them together around the same goal: to participate in the Dune Rally in the Moroccan desert. He will need a lot of patience and teaching skills to prepare this unlikely team to achieve their goal.",6.695,77.0,1.1887,104.0,https://www.youtube.com/watch?v=_o7Sjba9g7g,https://image.tmdb.org/t/p/w500/o7ZlC9fLjIp3CMYYV6CpzTgtAW8.jpg,1178518,0.0,0.0,"Suite à un accident de voiture, Suzanne perd la garde de ses trois enfants. Elle n'a d'autre choix que de se faire soigner dans un centre pour alcooliques. Dès son arrivée, elle rencontre Alice et Diane, deux femmes aux fortes personnalités. Denis, moniteur sportif, va tenter de les rassembler autour d'un même objectif : participer au Dune Rally dans le désert marocain. Il lui faudra beaucoup de patience et de pédagogie pour préparer cette équipe improbable à atteindre son objectif."
732,2219,Avis de mistral,2014,Comédie | Drame,"In the wake of their parent's separation, three siblings spend the summer in the south of France with their estranged Grandfather. In less than 24 hours, a clash of generations has occurred between the teenagers and the old man. During this turbulent summer, both generations will be transformed by one another.",6.37,319.0,1.5627,105.0,https://www.youtube.com/watch?v=gvc1RrwGu8Q,https://image.tmdb.org/t/p/w500/jS0nn2s41WYd0UoR8xrt8UI8IVR.jpg,263281,0.0,4519865.0,"À la suite de la séparation de leurs parents, trois frères et sœurs passent l'été dans le sud de la France avec leur ex-grand-père. En moins de 24 heures, un choc des générations s'est produit entre les adolescents et le vieil homme. Durant cet été mouvementé, les deux générations seront transformées l'une par l'autre."
733,2221,Quelques jours pas plus,2024,Drame | Comédie,"After being reassigned from music to field reporting, a critic goes to a refugee camp near Paris during an evacuation. He experiences police violence and is thrust into becoming the face of the refugee cause.",6.1,38.0,0.3688,103.0,https://www.youtube.com/watch?v=LrSbT809vqU,https://image.tmdb.org/t/p/w500/sxPPpYkR9AsuYy7n5xbInbOzJa3.jpg,1001023,3749000.0,331.0,"Après avoir été réaffecté de la musique au reportage de terrain, un critique se rend dans un camp de réfugiés près de Paris lors d'une évacuation. Il subit les violences policières et est poussé à devenir le visage de la cause des réfugiés."
734,2224,Trois amies,2024,Comédie | Romance | Drame,"Joan is no longer in love with Victor, but it pains her to feel she is being dishonest with him. Alice, her best friend, reassures her: She herself doesn’t feel passionate about her partner Eric and yet their relationship is smooth sailing. She has no idea he is having an affair with Rebecca, their mutual friend. When Joan finally decides to leave Victor and he disappears, the lives of the three friends and their relationships are turned upside down.",6.232,136.0,1.7523,117.0,https://www.youtube.com/watch?v=f-4b-hGE3oc,https://image.tmdb.org/t/p/w500/eEOUHNPUdEOpAT4js1eTaQqdrAi.jpg,1137245,0.0,2.0,"Joan n'est plus amoureuse de Victor, mais cela lui fait mal de sentir qu'elle est malhonnête avec lui. Alice, sa meilleure amie, la rassure : elle-même ne se passionne pas pour son partenaire Eric et pourtant leur relation se déroule sans heurts. Elle n'a aucune idée qu'il a une liaison avec Rebecca, leur amie commune. Lorsque Joan décide enfin de quitter Victor et que celui-ci disparaît, la vie des trois amis et leurs relations sont bouleversées."
735,2227,N'avoue jamais,2024,Comédie,"François Marsault, a war veteran, makes the most of his retirement alongside his wife Annie. Authoritarian and ruthless, François rules his family with an iron fist — but when he discovers that his esteemed wife cheated on him 40 years ago, he files for divorce and confronts her former lover, who lives in the French Riviera.",6.101,94.0,0.8293,94.0,https://www.youtube.com/watch?v=4sbPugLsoBk,https://image.tmdb.org/t/p/w500/eClC4JywN7ZIW0HllSLkx4GEQTp.jpg,1192195,5000000.0,6483501.0,"François Marsault, ancien combattant, profite pleinement de sa retraite aux côtés de son épouse Annie. Autoritaire et impitoyable, François dirige sa famille d'une main de fer. Mais lorsqu'il découvre que son estimée épouse l'a trompé il y a 40 ans, il demande le divorce et affronte son ancien amant, qui vit sur la Côte d'Azur."
736,2238,Le Deuxième Acte,2024,Comédie | Drame,"Florence wants to introduce David, the man she’s madly in love with, to her father Guillaume. But David isn’t attracted to Florence and wants to throw her into the arms of his friend Willy. The four characters meet in a restaurant in the middle of nowhere.",6.085,294.0,1.3312,80.0,https://www.youtube.com/watch?v=7aiYYA7o6_0,https://image.tmdb.org/t/p/w500/xDjc1spoT79ncIteIeM1EFoh3lm.jpg,1161108,0.0,0.0,"Florence souhaite présenter David, l'homme dont elle est folle amoureuse, à son père Guillaume. Mais David n’est pas attiré par Florence et souhaite la jeter dans les bras de son ami Willy. Les quatre personnages se retrouvent dans un restaurant au milieu de nulle part."
737,2251,Jane Austen a gâché ma vie,2025,Comédie | Romance | Drame,An aspiring author looking to get more out of life takes up a writing residency and finds herself in the sort of romantic entanglements that could come from the pages of a Jane Austen novel.,6.0,115.0,1.2704,98.0,https://www.youtube.com/watch?v=2Y7UnkNHDFs,https://image.tmdb.org/t/p/w500/XCxY5JRGTMt7LqweJ00lyxn7nH.jpg,1082424,0.0,4391484.0,Une auteure en herbe qui cherche à tirer le meilleur parti de la vie entreprend une résidence d'écriture et se retrouve dans le genre d'enchevêtrements romantiques qui pourraient surgir des pages d'un roman de Jane Austen.
738,2271,Les Combattants,2014,Comédie | Romance,"Arnaud, facing an uncertain future and a dearth of choices in a small French coastal town, meets and falls for the apocalyptic-minded Madeleine, who joins an army boot camp to learn military and survival skills to prepare for the upcoming environmental collapse. Intrigued and excited by Madeleine’s wild ideas, Arnaud signs up for the boot camp himself. They soon realize that the boot camp is harder than they’d imagined, but the experience nonetheless cements them together as the couple continues to explore their young love.",6.5,455.0,1.2555,98.0,https://www.youtube.com/watch?v=iCGdDshcXk8,https://image.tmdb.org/t/p/w500/xC0QDynS4kQm2F3cQHWcR1Fx1lI.jpg,270343,0.0,23598.0,"Arnaud, confronté à un avenir incertain et à un manque de choix dans une petite ville côtière française, rencontre et tombe amoureux de Madeleine à l'esprit apocalyptique, qui rejoint un camp d'entraînement militaire pour acquérir des compétences militaires et de survie afin de se préparer à l'effondrement environnemental à venir. Intrigué et enthousiasmé par les idées folles de Madeleine, Arnaud s'inscrit lui-même au boot camp. Ils se rendent vite compte que le camp d’entraînement est plus difficile qu’ils ne l’avaient imaginé, mais l’expérience les cimente néanmoins alors que le couple continue d’explorer leur jeune amour."
739,2272,Elle & lui et le reste du monde,2024,Comédie | Romance,"Marco, who is in his twenties and a bit lost, helps out a friend by standing in for him at his place of work: an emergency center for lifts. At around 3 am, a young woman called him: trapped in a broken-down car, she was having an anxiety attack. Marco tried to reassure her on the phone, but as no technician was available to help, he decided to go and rescue her himself. Unfortunately, when he arrives, the young woman has vanished into thin air. And so begins his incredible quest to track down this enigmatic stranger in Paris on the night of Valentine's Day.",6.69,21.0,0.3469,82.0,https://www.youtube.com/watch?v=8rM6AOs5-cE,https://image.tmdb.org/t/p/w500/tLcJi8D6gAcKGTGPTjCIV2GrUrW.jpg,1084849,0.0,0.0,"Marco, la vingtaine et un peu perdu, dépanne un ami en le remplaçant sur son lieu de travail : une centrale d'urgence pour ascenseurs. Vers 3 heures du matin, une jeune femme l'appelle : coincée dans une voiture en panne, elle fait une crise d'angoisse. Marco a tenté de la rassurer au téléphone, mais comme aucun technicien n'était disponible pour l'aider, il a décidé d'aller la secourir lui-même. Malheureusement, à son arrivée, la jeune femme a disparu dans les airs. C'est ainsi que commence son incroyable quête pour retrouver cet énigmatique inconnu à Paris le soir de la Saint-Valentin."
740,2273,Miséricorde,2024,Drame | Thriller | Comédie,"Jérémie returns to his hometown for the funeral of his former boss, the village baker. He decides to stay for a few days with Martine, the man's widow. A mysterious disappearance, a threatening neighbor and a priest with strange intentions make Jérémie's short stay in the village take an unexpected turn.",6.389,167.0,1.9103,102.0,https://www.youtube.com/watch?v=SH-5g72P0lA,https://image.tmdb.org/t/p/w500/7LVCXVdsGPPXRYGu5SRqgfVP96h.jpg,1063574,0.0,1703284.0,"Jérémie revient dans sa ville natale pour les funérailles de son ancien patron, le boulanger du village. Il décide de rester quelques jours chez Martine, la veuve de l'homme. Une disparition mystérieuse, un voisin menaçant et un prêtre aux intentions étranges font que le court séjour de Jérémie au village prend une tournure inattendue."
741,2274,Vingt Dieux,2024,Drame | Comédie,"In the western part of the French Alps: After the drunk driving death of his father, 18-year-old Totone must look after his younger sister. He pursues a €30k Comté cheese award he has no hope of winning. Good thing Marie-Lise takes a liking for him!",6.9,332.0,1.4857,90.0,https://www.youtube.com/watch?v=tggj33kAD9Q,https://image.tmdb.org/t/p/w500/zdoLIMMgcbqBtgPIWe7Ep8KcsiH.jpg,1079310,0.0,6587495.0,"Dans l'ouest des Alpes françaises : Après la mort de son père en état d'ébriété, Totone, 18 ans, doit s'occuper de sa sœur cadette. Il vise un Comté de 30 000 € qu'il n'a aucun espoir de remporter. Heureusement que Marie-Lise prend goût à lui !"
742,2280,Les Bodin’s partent en vrille,2025,Comédie,,6.1,35.0,0.7227,95.0,https://www.youtube.com/watch?v=2_px5Te71-4,https://image.tmdb.org/t/p/w500/tRuZUbucePOXsBgkGB5oSTzTYzi.jpg,1235619,0.0,0.0,
743,2286,French Lover,2025,Romance | Comédie,"When a jaded actor meets a down-on-her-luck waitress in Paris, their unexpected love story begins — but will it survive the glare of the spotlight?",6.103,229.0,2.1217,122.0,https://www.youtube.com/watch?v=bTFJo73cNhU,https://image.tmdb.org/t/p/w500/eMGi1vZiI0CeRsn8UMa147PaVCa.jpg,1289888,0.0,0.0,"Lorsqu'un acteur blasé rencontre une serveuse malchanceuse à Paris, leur histoire d'amour inattendue commence – mais survivra-t-elle à l'éclat des projecteurs ?"
744,2293,Baise-en-ville,2026,Comédie,"Sprite, a 20-year-old young adult, returns to Chelles after a breakup. To pay for his driver’s license and please his parents, he joins Allo Nettoyo, a night-time cleaning start-up in the Paris suburbs. Unable to get around without a permit, he adopts the ""baise-en-ville"" technique—taught by his driving instructor—which involves spending the night at girls' places of girls he meets through a dating app. Sprite struggles with this new approach to seduction.",6.4,17.0,0.9606,94.0,https://www.youtube.com/watch?v=9LMI-5-G3eo,https://image.tmdb.org/t/p/w500/37bcY42oSbPpVq683KQ3nOtV867.jpg,1235303,0.0,0.0,"Sprite, jeune adulte de 20 ans, revient à Chelles après une rupture. Pour payer son permis de conduire et faire plaisir à ses parents, il rejoint Allo Nettoyo, une start-up de ménage de nuit en banlieue parisienne. Ne pouvant se déplacer sans permis, il adopte la technique de la ""baise-en-ville"", enseignée par son moniteur d'auto-école, qui consiste à passer la nuit chez les filles rencontrées grâce à une application de rencontre. Sprite a du mal avec cette nouvelle approche de la séduction."
745,2297,La Femme la plus riche du monde,2025,Comédie | Drame,An elderly billionaire woman gives hundreds of millions of euros to a younger gay artist she is close to. Her daughter files a complaint for abuse of a vulnerable person and a scandal erupts.,6.077,111.0,1.9256,121.0,https://www.youtube.com/watch?v=Cbvff_TBVfo,https://image.tmdb.org/t/p/w500/6KCeK3yZsK4w3ElzMmVDqnFFvcl.jpg,1309725,0.0,7740474.0,Une femme milliardaire âgée donne des centaines de millions d'euros à un jeune artiste gay dont elle est proche. Sa fille porte plainte pour abus sur personne vulnérable et un scandale éclate.
